video_id,split,dataset_split,class,label,frame_index,timestamp_sec,processed_relpath,processed_path,fps,duration_sec,width,height
00000,train,train,positive,positive,13,6.298,train/positive/00000/frame_0013.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0013.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,14,6.782,train/positive/00000/frame_0014.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0014.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,15,7.266,train/positive/00000/frame_0015.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0015.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,16,7.751,train/positive/00000/frame_0016.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0016.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,17,8.235,train/positive/00000/frame_0017.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0017.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,18,8.72,train/positive/00000/frame_0018.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0018.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,19,9.204,train/positive/00000/frame_0019.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0019.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,20,9.689,train/positive/00000/frame_0020.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0020.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,21,10.173,train/positive/00000/frame_0021.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0021.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,22,10.657,train/positive/00000/frame_0022.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0022.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,23,11.142,train/positive/00000/frame_0023.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0023.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,24,11.626,train/positive/00000/frame_0024.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0024.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,25,12.111,train/positive/00000/frame_0025.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0025.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,26,12.595,train/positive/00000/frame_0026.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0026.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,27,13.08,train/positive/00000/frame_0027.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0027.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,28,13.564,train/positive/00000/frame_0028.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0028.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,29,14.048,train/positive/00000/frame_0029.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0029.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,30,14.533,train/positive/00000/frame_0030.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0030.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,31,15.017,train/positive/00000/frame_0031.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0031.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,32,15.502,train/positive/00000/frame_0032.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0032.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,33,15.986,train/positive/00000/frame_0033.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0033.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,34,16.471,train/positive/00000/frame_0034.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0034.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,35,16.955,train/positive/00000/frame_0035.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0035.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,36,17.439,train/positive/00000/frame_0036.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0036.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,37,17.924,train/positive/00000/frame_0037.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0037.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,38,18.408,train/positive/00000/frame_0038.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0038.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,39,18.893,train/positive/00000/frame_0039.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0039.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,40,19.377,train/positive/00000/frame_0040.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0040.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,41,19.862,train/positive/00000/frame_0041.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0041.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,42,20.346,train/positive/00000/frame_0042.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0042.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,43,20.83,train/positive/00000/frame_0043.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0043.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,44,21.315,train/positive/00000/frame_0044.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0044.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,45,21.799,train/positive/00000/frame_0045.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0045.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,46,22.284,train/positive/00000/frame_0046.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0046.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,47,22.768,train/positive/00000/frame_0047.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0047.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,48,23.253,train/positive/00000/frame_0048.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0048.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,49,23.737,train/positive/00000/frame_0049.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0049.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,50,24.221,train/positive/00000/frame_0050.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0050.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,51,24.706,train/positive/00000/frame_0051.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0051.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,52,25.19,train/positive/00000/frame_0052.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0052.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,53,25.675,train/positive/00000/frame_0053.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0053.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,54,26.159,train/positive/00000/frame_0054.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0054.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,55,26.644,train/positive/00000/frame_0055.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0055.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,56,27.128,train/positive/00000/frame_0056.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0056.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,57,27.612,train/positive/00000/frame_0057.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0057.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,58,28.097,train/positive/00000/frame_0058.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0058.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,59,28.581,train/positive/00000/frame_0059.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0059.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,60,29.066,train/positive/00000/frame_0060.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0060.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,61,29.55,train/positive/00000/frame_0061.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0061.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,62,30.035,train/positive/00000/frame_0062.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0062.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,63,30.519,train/positive/00000/frame_0063.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0063.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,64,31.003,train/positive/00000/frame_0064.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0064.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,65,31.488,train/positive/00000/frame_0065.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0065.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,66,31.972,train/positive/00000/frame_0066.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0066.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,67,32.457,train/positive/00000/frame_0067.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0067.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,68,32.941,train/positive/00000/frame_0068.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0068.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,69,33.426,train/positive/00000/frame_0069.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0069.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,70,33.91,train/positive/00000/frame_0070.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0070.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,71,34.394,train/positive/00000/frame_0071.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0071.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,72,34.879,train/positive/00000/frame_0072.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0072.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,73,35.363,train/positive/00000/frame_0073.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0073.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,74,35.848,train/positive/00000/frame_0074.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0074.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,75,36.332,train/positive/00000/frame_0075.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0075.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,76,36.817,train/positive/00000/frame_0076.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0076.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,77,37.301,train/positive/00000/frame_0077.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0077.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,78,37.785,train/positive/00000/frame_0078.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0078.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,79,38.27,train/positive/00000/frame_0079.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0079.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,80,38.754,train/positive/00000/frame_0080.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0080.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,81,39.239,train/positive/00000/frame_0081.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0081.jpg,28.9,40.07,1280,720
00000,train,train,positive,positive,82,39.723,train/positive/00000/frame_0082.jpg,/content/scratch/frames_processed/train/positive/00000/frame_0082.jpg,28.9,40.07,1280,720
00004,train,train,positive,positive,0,0.0,train/positive/00004/frame_0000.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0000.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,1,0.5,train/positive/00004/frame_0001.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0001.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,2,1.0,train/positive/00004/frame_0002.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0002.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,3,1.5,train/positive/00004/frame_0003.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0003.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,4,2.0,train/positive/00004/frame_0004.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0004.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,5,2.5,train/positive/00004/frame_0005.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0005.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,6,3.0,train/positive/00004/frame_0006.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0006.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,7,3.5,train/positive/00004/frame_0007.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0007.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,8,4.0,train/positive/00004/frame_0008.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0008.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,9,4.5,train/positive/00004/frame_0009.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0009.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,10,5.0,train/positive/00004/frame_0010.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0010.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,11,5.5,train/positive/00004/frame_0011.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0011.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,12,6.0,train/positive/00004/frame_0012.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0012.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,13,6.5,train/positive/00004/frame_0013.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0013.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,14,7.0,train/positive/00004/frame_0014.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0014.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,15,7.5,train/positive/00004/frame_0015.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0015.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,16,8.0,train/positive/00004/frame_0016.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0016.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,17,8.5,train/positive/00004/frame_0017.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0017.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,18,9.0,train/positive/00004/frame_0018.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0018.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,19,9.5,train/positive/00004/frame_0019.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0019.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,20,10.0,train/positive/00004/frame_0020.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0020.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,21,10.5,train/positive/00004/frame_0021.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0021.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,22,11.0,train/positive/00004/frame_0022.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0022.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,23,11.5,train/positive/00004/frame_0023.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0023.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,24,12.0,train/positive/00004/frame_0024.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0024.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,25,12.5,train/positive/00004/frame_0025.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0025.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,26,13.0,train/positive/00004/frame_0026.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0026.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,27,13.5,train/positive/00004/frame_0027.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0027.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,28,14.0,train/positive/00004/frame_0028.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0028.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,29,14.5,train/positive/00004/frame_0029.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0029.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,30,15.0,train/positive/00004/frame_0030.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0030.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,31,15.5,train/positive/00004/frame_0031.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0031.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,32,16.0,train/positive/00004/frame_0032.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0032.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,33,16.5,train/positive/00004/frame_0033.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0033.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,34,17.0,train/positive/00004/frame_0034.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0034.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,35,17.5,train/positive/00004/frame_0035.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0035.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,36,18.0,train/positive/00004/frame_0036.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0036.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,37,18.5,train/positive/00004/frame_0037.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0037.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,38,19.0,train/positive/00004/frame_0038.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0038.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,39,19.5,train/positive/00004/frame_0039.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0039.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,40,20.0,train/positive/00004/frame_0040.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0040.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,41,20.5,train/positive/00004/frame_0041.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0041.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,42,21.0,train/positive/00004/frame_0042.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0042.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,43,21.5,train/positive/00004/frame_0043.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0043.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,44,22.0,train/positive/00004/frame_0044.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0044.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,45,22.5,train/positive/00004/frame_0045.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0045.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,46,23.0,train/positive/00004/frame_0046.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0046.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,47,23.5,train/positive/00004/frame_0047.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0047.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,48,24.0,train/positive/00004/frame_0048.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0048.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,49,24.5,train/positive/00004/frame_0049.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0049.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,50,25.0,train/positive/00004/frame_0050.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0050.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,51,25.5,train/positive/00004/frame_0051.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0051.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,52,26.0,train/positive/00004/frame_0052.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0052.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,53,26.5,train/positive/00004/frame_0053.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0053.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,54,27.0,train/positive/00004/frame_0054.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0054.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,55,27.5,train/positive/00004/frame_0055.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0055.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,56,28.0,train/positive/00004/frame_0056.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0056.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,57,28.5,train/positive/00004/frame_0057.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0057.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,58,29.0,train/positive/00004/frame_0058.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0058.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,59,29.5,train/positive/00004/frame_0059.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0059.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,60,30.0,train/positive/00004/frame_0060.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0060.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,61,30.5,train/positive/00004/frame_0061.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0061.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,62,31.0,train/positive/00004/frame_0062.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0062.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,63,31.5,train/positive/00004/frame_0063.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0063.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,64,32.0,train/positive/00004/frame_0064.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0064.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,65,32.5,train/positive/00004/frame_0065.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0065.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,66,33.0,train/positive/00004/frame_0066.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0066.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,67,33.5,train/positive/00004/frame_0067.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0067.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,68,34.0,train/positive/00004/frame_0068.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0068.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,69,34.5,train/positive/00004/frame_0069.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0069.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,70,35.0,train/positive/00004/frame_0070.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0070.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,71,35.5,train/positive/00004/frame_0071.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0071.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,72,36.0,train/positive/00004/frame_0072.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0072.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,73,36.5,train/positive/00004/frame_0073.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0073.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,74,37.0,train/positive/00004/frame_0074.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0074.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,75,37.5,train/positive/00004/frame_0075.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0075.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,76,38.0,train/positive/00004/frame_0076.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0076.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,77,38.5,train/positive/00004/frame_0077.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0077.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,78,39.0,train/positive/00004/frame_0078.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0078.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,79,39.5,train/positive/00004/frame_0079.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0079.jpg,30.0,40.07,1280,720
00004,train,train,positive,positive,80,40.0,train/positive/00004/frame_0080.jpg,/content/scratch/frames_processed/train/positive/00004/frame_0080.jpg,30.0,40.07,1280,720
00005,train,train,positive,positive,0,0.0,train/positive/00005/frame_0000.jpg,/content/scratch/frames_processed/train/positive/00005/frame_0000.jpg,30.6,40.1,1280,720
00005,train,train,positive,positive,1,0.49,train/positive/00005/frame_0001.jpg,/content/scratch/frames_processed/train/positive/00005/frame_0001.jpg,30.6,40.1,1280,720
00005,train,train,positive,positive,2,0.98,train/positive/00005/frame_0002.jpg,/content/scratch/frames_processed/train/positive/00005/frame_0002.jpg,30.6,40.1,1280,720
00005,train,train,positive,positive,3,1.471,train/positive/00005/frame_0003.jpg,/content/scratch/frames_processed/train/positive/00005/frame_0003.jpg,30.6,40.1,1280,720
00005,train,train,positive,positive,4,1.961,train/positive/00005/frame_0004.jpg,/content/scratch/frames_processed/train/positive/00005/frame_0004.jpg,30.6,40.1,1280,720
00005,train,train,positive,positive,5,2.451,train/positive/00005/frame_0005.jpg,/content/scratch/frames_processed/train/positive/00005/frame_0005.jpg,30.6,40.1,1280,720
00005,train,train,positive,positive,6,2.941,train/positive/00005/frame_0006.jpg,/content/scratch/frames_processed/train/positive/00005/frame_0006.jpg,30.6,40.1,1280,720
